Stan_Collymore;playsFor;England_national_football_team;117.0;1.0
Suriname;hasOfficialLanguage;Dutch_language;40.0;1.0
Mantorras;playsFor;F.C._Alverca;1.0;1.0
Pablo_Bonells;isAffiliatedTo;Club_Celaya;1.0;1.0
Jürgen_Habermas;isInterestedIn;Political_philosophy;34.0;2.0
Victorio_Cocco;isAffiliatedTo;Argentina_national_football_team;1.0;2.0
Velibor_Vasović;playsFor;AFC_Ajax;42.0;4.0
Telmo_Zarra;diedIn;Bilbao;44.0;2.0
Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury;hasGender;male;38307.0;1.0
Torbjörn_Nilsson;isAffiliatedTo;IFK_Göteborg;1.0;1.0
Rosemère,_Quebec;isLocatedIn;Quebec;9.0;16.0
Mark_Blake_(footballer_born_1970);isAffiliatedTo;Portsmouth_F.C.;1.0;1.0
Tony_Jantschke;playsFor;Germany_national_youth_football_team;25.0;1.0
Pavel_Košťál;isAffiliatedTo;F.C._Hansa_Rostock;2.0;1.0
Bret_McKenzie;hasMusicalRole;wordnet_vocal_music_107282006;255.0;2.0
Édouard_Wawrzyniak;isAffiliatedTo;Valenciennes_F.C.;7.0;1.0
Chaker_Zouagi;playsFor;Olmaliq_FK;3.0;3.0
Nicolás_Olivera;isAffiliatedTo;Córdoba_C.F.;27.0;1.0
Guy_Dardenne;isAffiliatedTo;R._White_Daring_Molenbeek;26.0;4.0
Jim_Moffat;isAffiliatedTo;Albion_Rovers_F.C.;1.0;1.0
Alan_Sunderland;playsFor;Derry_City_F.C.;2.0;1.0
José_Callejón;playsFor;Real_Madrid_C;4.0;1.0
Adrian_Pătulea;isAffiliatedTo;FC_Rapid_București;1.0;1.0
Jesús_Turiel;isAffiliatedTo;Real_Valladolid_B;1.0;2.0
Divya_Bharti;actedIn;Balwaan;243.0;178.0
Luciano_Quadros_da_Silva;wasBornIn;Porto_Alegre;17342.0;11.0
Pat_Noonan;isAffiliatedTo;Colorado_Rapids;1.0;1.0
Battle_of_the_Dukla_Pass;happenedIn;Nazi_Germany;2.0;1.0
Frank_Mill;isAffiliatedTo;Fortuna_Düsseldorf;1.0;1.0
Volodymyr_Muntyan;isAffiliatedTo;S.K._Tavriya_Simferopol;377.0;33.0
Leopold_III,_Margrave_of_Austria;hasChild;Gertrude_of_Babenberg,_Duchess_of_Bohemia;6.0;20.0
Marcel_Schmelzer;playsFor;Germany_national_under-21_football_team;15.0;1.0
Eran_Zahavi;wasBornIn;Rishon_LeZion;137.0;5.0
Antonio_Candreva;playsFor;Ternana_Calcio;1.0;1.0
Robert_Louis_Stevenson;influences;David_Leavitt;29.0;38.0
Stan_Lazaridis;playsFor;Perth_Glory_FC;1.0;1.0
