06845599;_member_of_domain_usage;03754979;1;13
00789448;_verb_group;01062739;1;1
08860123;_member_of_domain_region;05688486;1;16024
02233096;_member_meronym;02233338;10476;21223
01371092;_hypernym;01352059;56;5
02314321;_hypernym;08102555;32;4
08621598;_hypernym;08620061;37950;35529
03239726;_has_part;03027250;6;6
12400489;_hypernym;12651821;3;2
00779360;_derivationally_related_form;15274695;5;21
07359599;_derivationally_related_form;00555447;1;1
10686313;_hypernym;09610660;33151;34238
13286099;_derivationally_related_form;02234988;1;1
01444326;_hypernym;01441510;3575;196
05442131;_has_part;05436080;326;1367
08660339;_hypernym;08512259;35173;11814
07085786;_hypernym;07085375;7551;6163
06178812;_derivationally_related_form;10256080;1;1
01257145;_derivationally_related_form;07488875;1;1
02156546;_derivationally_related_form;07335716;1;1
02270342;_also_see;02577061;1;1
01938426;_hypernym;01835496;489;65
08814333;_instance_hypernym;08524735;579;1
00770151;_hypernym;00766234;11874;7588
04903813;_derivationally_related_form;01763829;1;1
01908287;_hypernym;08107499;947;58
07861421;_derivationally_related_form;01577513;1;1
01046587;_hypernym;01046059;1508;32
00951037;_hypernym;00949619;30117;35423
13266892;_hypernym;13265904;36237;40188
15121625;_hypernym;00028270;23336;27501
06754184;_hypernym;06753800;4;3
01194418;_hypernym;02492198;536;96
01008719;_synset_domain_topic_of;08441203;16084;2
00474017;_derivationally_related_form;07357679;1;1
13627516;_has_part;13627327;199;86
00964569;_derivationally_related_form;01118449;1;1
04105068;_hypernym;04014297;1373;118
01322854;_derivationally_related_form;00223983;1;1
01716882;_derivationally_related_form;07007945;1;1
08159924;_hypernym;07971582;3;1
06580646;_hypernym;06568978;12324;623
00968962;_hypernym;00968211;12260;7252
01696849;_member_meronym;01697837;24;214
06643408;_hypernym;06797169;6;9
06596978;_hypernym;06593296;1424;782
07572957;_hypernym;07566340;17255;9303
01695976;_derivationally_related_form;04681797;11;5
07091902;_hypernym;06290637;7964;4661
02425228;_hypernym;02424695;38447;39762
06693198;_derivationally_related_form;00860620;1;1
01057034;_derivationally_related_form;01253379;1;1
00062582;_hypernym;00089324;8370;4997
01455592;_member_meronym;01455986;40;611
07191777;_hypernym;07191279;432;1272
02514988;_member_meronym;02515214;16;220
08174398;_member_meronym;08949093;18;6
00630634;_hypernym;00624738;12749;179
12406715;_hypernym;12405714;2;1
07466557;_hypernym;07470671;3517;5191
01733213;_hypernym;01714208;4108;2640
12224309;_hypernym;11534677;13;2
00810729;_hypernym;00811375;4;2
13726074;_has_part;13725726;195;75
00802946;_derivationally_related_form;01141841;1;1
09989045;_hypernym;10129825;11285;14
00974367;_derivationally_related_form;09795124;1;1
02802544;_hypernym;03120491;20480;22930
10128909;_hypernym;09606527;13325;407
01687569;_derivationally_related_form;05844105;1;1
02001858;_derivationally_related_form;00319939;1;1
05673908;_derivationally_related_form;01978003;1;1
07040148;_hypernym;07037465;3;1
13060190;_hypernym;12992868;8382;804
00376400;_hypernym;00376063;21965;1813
06083243;_derivationally_related_form;10806222;1;1
08900535;_has_part;08903220;32;1707
00353992;_derivationally_related_form;00493703;5;3
00043902;_synset_domain_topic_of;00471613;15;2
02641035;_derivationally_related_form;01062817;1;1
01951276;_hypernym;01953810;2629;33
05154517;_hypernym;04723816;27388;29867
02490004;_hypernym;02488834;12376;399
02040505;_hypernym;02021795;1686;240
10826352;_instance_hypernym;09989502;2;1
08541288;_derivationally_related_form;00195342;1;1
00740342;_synset_domain_topic_of;08441203;110;1
01463963;_derivationally_related_form;05075602;1;1
01170243;_derivationally_related_form;14447908;1;1
07434102;_hypernym;07433973;402;482
02156546;_hypernym;02609764;5833;9169
08919949;_member_meronym;09697070;5945;5637
11020721;_instance_hypernym;10624540;30;6
08806897;_has_part;08807554;18369;18967
02208118;_also_see;02311387;32814;1396
06389753;_derivationally_related_form;01745377;1;1
11746776;_member_meronym;12539306;25;4797
00626428;_derivationally_related_form;10508710;1;1
00118733;_hypernym;00116687;32;13
02081178;_derivationally_related_form;08617963;1;1
13902048;_derivationally_related_form;01742244;1;1
07334490;_derivationally_related_form;00478830;1;1
03547054;_hypernym;04191595;7168;5319
