06845599;_member_of_domain_usage;03754979;1.0;17.0
00789448;_verb_group;01062739;1.0;1.0
08860123;_member_of_domain_region;05688486;21174.0;16688.0
02233096;_member_meronym;02233338;15238.0;11984.0
01371092;_hypernym;01352059;27.0;3.0
02314321;_hypernym;08102555;62.0;6.0
08621598;_hypernym;08620061;26.0;8.0
03239726;_has_part;03027250;4.0;2.0
12400489;_hypernym;12651821;12.0;1.0
00779360;_derivationally_related_form;15274695;25.0;430.0
07359599;_derivationally_related_form;00555447;1.0;1.0
10686313;_hypernym;09610660;25266.0;27925.0
13286099;_derivationally_related_form;02234988;1.0;1.0
01444326;_hypernym;01441510;2639.0;2223.0
05442131;_has_part;05436080;17.0;139.0
08660339;_hypernym;08512259;5424.0;5762.0
07085786;_hypernym;07085375;3.0;15.0
06178812;_derivationally_related_form;10256080;1.0;1.0
01257145;_derivationally_related_form;07488875;1.0;1.0
02156546;_derivationally_related_form;07335716;1.0;1.0
02270342;_also_see;02577061;1.0;1.0
01938426;_hypernym;01835496;489.0;178.0
08814333;_instance_hypernym;08524735;510.0;2.0
00770151;_hypernym;00766234;17143.0;18631.0
04903813;_derivationally_related_form;01763829;1.0;1.0
01908287;_hypernym;08107499;18.0;4.0
07861421;_derivationally_related_form;01577513;1.0;1.0
01046587;_hypernym;01046059;13.0;5.0
00951037;_hypernym;00949619;39865.0;39909.0
13266892;_hypernym;13265904;381.0;5.0
15121625;_hypernym;00028270;35574.0;35704.0
06754184;_hypernym;06753800;2.0;1.0
01194418;_hypernym;02492198;2.0;1.0
01008719;_synset_domain_topic_of;08441203;26781.0;31632.0
00474017;_derivationally_related_form;07357679;1.0;1.0
13627516;_has_part;13627327;28.0;30.0
00964569;_derivationally_related_form;01118449;1.0;1.0
04105068;_hypernym;04014297;187.0;60.0
01322854;_derivationally_related_form;00223983;1.0;1.0
01716882;_derivationally_related_form;07007945;1.0;1.0
08159924;_hypernym;07971582;1.0;1.0
06580646;_hypernym;06568978;26429.0;27830.0
00968962;_hypernym;00968211;10780.0;11202.0
01696849;_member_meronym;01697837;22.0;82.0
06643408;_hypernym;06797169;17.0;6.0
06596978;_hypernym;06593296;168.0;183.0
07572957;_hypernym;07566340;7086.0;7456.0
01695976;_derivationally_related_form;04681797;1.0;1.0
07091902;_hypernym;06290637;34458.0;35734.0
02425228;_hypernym;02424695;12.0;24.0
06693198;_derivationally_related_form;00860620;1.0;1.0
01057034;_derivationally_related_form;01253379;1.0;1.0
00062582;_hypernym;00089324;545.0;807.0
01455592;_member_meronym;01455986;33.0;203.0
07191777;_hypernym;07191279;8245.0;7661.0
02514988;_member_meronym;02515214;100.0;1245.0
08174398;_member_meronym;08949093;1.0;2.0
00630634;_hypernym;00624738;5243.0;5010.0
12406715;_hypernym;12405714;1.0;1.0
07466557;_hypernym;07470671;5043.0;5496.0
01733213;_hypernym;01714208;325.0;120.0
12224309;_hypernym;11534677;1.0;1.0
00810729;_hypernym;00811375;1.0;1.0
13726074;_has_part;13725726;6.0;8.0
00802946;_derivationally_related_form;01141841;1.0;1.0
09989045;_hypernym;10129825;24133.0;24238.0
00974367;_derivationally_related_form;09795124;1.0;1.0
02802544;_hypernym;03120491;2742.0;2658.0
10128909;_hypernym;09606527;4302.0;4511.0
01687569;_derivationally_related_form;05844105;1.0;1.0
02001858;_derivationally_related_form;00319939;1.0;1.0
05673908;_derivationally_related_form;01978003;1.0;1.0
07040148;_hypernym;07037465;4.0;1.0
13060190;_hypernym;12992868;12171.0;12639.0
00376400;_hypernym;00376063;96.0;27.0
06083243;_derivationally_related_form;10806222;1.0;1.0
08900535;_has_part;08903220;66.0;604.0
00353992;_derivationally_related_form;00493703;9.0;34.0
