/m/08966;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/05lf_;1;1
/m/01hww_;/music/performance_role/regular_performances./music/group_membership/group;/m/01q99h;41;63
/m/09v3jyg;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0f8l9c;21;9
/m/02jx1;/location/location/contains;/m/013t85;6;476
/m/02jx1;/location/location/contains;/m/0m0bj;2;423
/m/02bfmn;/film/actor/film./film/performance/film;/m/04ghz4m;280;408
/m/05zrvfd;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04y9mm8;21;310
/m/060bp;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/04j53;3;32
/m/07l450;/film/film/genre;/m/082gq;1263;21
/m/07h1h5;/sports/pro_athlete/teams./sports/sports_team_roster/team;/m/029q3k;29;496
/m/0djb3vw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;39;13
/m/031y2;/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;/m/0dxmyh;412;928
/m/01d8l;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal;/m/02lq67;45;2
/m/0ydpd;/location/location/time_zones;/m/02hcv8;590;2
/m/0738b8;/people/person/places_lived./people/place_lived/location;/m/02xry;319;27
/m/070xg;/sports/sports_team/colors;/m/01g5v;122;3
/m/0mwk9;/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency;/m/09nqf;3114;1
/m/09306z;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0sxkh;36;577
/m/0kbws;/olympics/olympic_games/participating_countries;/m/027jk;1;56
/m/0kbws;/olympics/olympic_games/participating_countries;/m/04vjh;1;24
/m/017j69;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;56;15
/m/07z1m;/location/statistical_region/religions./location/religion_percentage/religion;/m/0631_;2;4
/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/0d060g;9;14
/m/01c9f2;/award/award_category/winners./award/award_honor/ceremony;/m/01bx35;8;3
/m/01c9f2;/award/award_category/winners./award/award_honor/ceremony;/m/01s695;4;2
/m/01lp8;/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy;/m/04n6k;10005;1
/m/01xwqn;/influence/influence_node/influenced_by;/m/0121rx;2038;1603
/m/065ym0c;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;94;42
/m/06kxk2;/people/person/place_of_birth;/m/01_d4;3783;10
/m/08q1tg;/people/cause_of_death/people;/m/0lcx;35;505
/m/037fqp;/education/educational_institution/school_type;/m/04399;464;9
/m/0xxc;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01lj9;544;29
/m/01l_pn;/film/film/prequel;/m/01y9jr;2;2
/m/09sdmz;/award/award_category/nominees./award/award_nomination/nominated_for;/m/09gq0x5;22;136
/m/09sdmz;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011yn5;19;57
/m/02ghq;/people/person/profession;/m/01d_h8;1411;6
/m/016tt2;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0dtfn;9;520
/m/016tt2;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/04zl8;8;1581
/m/016tt2;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01gb54;15;22
/m/07jrjb;/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type;/m/0ckd1;785;1
/m/09v71cj;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/015fr;56;9
/m/01k5y0;/film/film/edited_by;/m/0dky9n;191;63
/m/06x76;/sports/sports_team/sport;/m/0jm_;7;1
/m/0x67;/people/ethnicity/people;/m/0411q;2;2729
/m/0x67;/people/ethnicity/people;/m/030wkp;3;1935
/m/0gmgwnv;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;247;1
/m/01wkmgb;/people/person/profession;/m/09jwl;414;4
/m/0154j;/organization/organization_member/member_of./organization/organization_membership/organization;/m/04k4l;19;2
/m/02j4sk;/people/deceased_person/place_of_death;/m/027l4q;1947;139
/m/017jv5;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0d1qmz;24;1911
/m/02x2gy0;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04jplwp;3;33
/m/053rxgm;/film/film/executive_produced_by;/m/0g_rs_;50;27
/m/011k11;/music/record_label/artist;/m/03h_yfh;10;400
/m/014zfs;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0bdw6t;1647;84
/m/05typm;/film/actor/film./film/performance/film;/m/0k2cb;2177;923
/m/0cwy47;/film/film/featured_film_locations;/m/06c62;34;19
/m/019vhk;/film/film/film_festivals;/m/09rwjly;1045;10
/m/06sy4c;/people/person/gender;/m/05zppz;1109;1
/m/0dr1c2;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/04f62k;69;766
/m/07b_l;/location/location/contains;/m/013m43;5;438
/m/0mm1q;/people/person/profession;/m/01d_h8;612;3
/m/0prjs;/film/director/film;/m/062zjtt;984;1690
/m/01v40wd;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01c9dd;10;9
/m/0kvgnq;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/05dppk;1781;1166
/m/01ckbq;/award/award_category/winners./award/award_honor/ceremony;/m/013b2h;2;5
/m/0f_nbyh;/award/award_category/nominees./award/award_nomination/nominated_for;/m/07yk1xz;9;159
/m/0418wg;/film/film/language;/m/02bjrlw;644;4
/m/02kth6;/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency;/m/03z19;72;1
/m/026c1;/film/actor/film./film/performance/film;/m/03s6l2;8;130
