06845599;_member_of_domain_usage;03754979;1;20
00789448;_verb_group;01062739;1;1
08860123;_member_of_domain_region;05688486;3;21030
02233096;_member_meronym;02233338;11144;35056
01371092;_hypernym;01352059;4900;78
02314321;_hypernym;08102555;196;59
08621598;_hypernym;08620061;3569;6876
03239726;_has_part;03027250;82;28
12400489;_hypernym;12651821;2059;16
00779360;_derivationally_related_form;15274695;2304;12707
07359599;_derivationally_related_form;00555447;1;1
10686313;_hypernym;09610660;26472;11436
13286099;_derivationally_related_form;02234988;1;1
01444326;_hypernym;01441510;5173;4199
05442131;_has_part;05436080;373;16106
08660339;_hypernym;08512259;12099;5901
07085786;_hypernym;07085375;37549;20008
06178812;_derivationally_related_form;10256080;1;1
01257145;_derivationally_related_form;07488875;1;1
02156546;_derivationally_related_form;07335716;1;1
02270342;_also_see;02577061;1;1
01938426;_hypernym;01835496;20286;1213
08814333;_instance_hypernym;08524735;6617;165
00770151;_hypernym;00766234;16673;674
04903813;_derivationally_related_form;01763829;1;1
01908287;_hypernym;08107499;349;2
07861421;_derivationally_related_form;01577513;1;1
01046587;_hypernym;01046059;16065;1696
00951037;_hypernym;00949619;28241;19956
13266892;_hypernym;13265904;31591;27831
15121625;_hypernym;00028270;15462;2028
06754184;_hypernym;06753800;65;11
01194418;_hypernym;02492198;7;6
01008719;_synset_domain_topic_of;08441203;10655;5
00474017;_derivationally_related_form;07357679;1;1
13627516;_has_part;13627327;26;32
00964569;_derivationally_related_form;01118449;1;1
04105068;_hypernym;04014297;2923;833
01322854;_derivationally_related_form;00223983;1;1
01716882;_derivationally_related_form;07007945;1;1
08159924;_hypernym;07971582;2;1
06580646;_hypernym;06568978;17335;510
00968962;_hypernym;00968211;8081;1471
01696849;_member_meronym;01697837;48;129
06643408;_hypernym;06797169;18;11
06596978;_hypernym;06593296;78;31
07572957;_hypernym;07566340;11776;250
01695976;_derivationally_related_form;04681797;35;7
07091902;_hypernym;06290637;7972;2308
02425228;_hypernym;02424695;35628;40211
06693198;_derivationally_related_form;00860620;1;1
01057034;_derivationally_related_form;01253379;1;1
00062582;_hypernym;00089324;27489;26781
01455592;_member_meronym;01455986;33;280
07191777;_hypernym;07191279;26160;15583
02514988;_member_meronym;02515214;431;3698
08174398;_member_meronym;08949093;1;2
00630634;_hypernym;00624738;10966;1445
12406715;_hypernym;12405714;1;1
07466557;_hypernym;07470671;24490;12408
01733213;_hypernym;01714208;2110;254
12224309;_hypernym;11534677;11;1
00810729;_hypernym;00811375;17;1
13726074;_has_part;13725726;3090;2107
00802946;_derivationally_related_form;01141841;1;1
09989045;_hypernym;10129825;5586;390
00974367;_derivationally_related_form;09795124;1;1
02802544;_hypernym;03120491;14225;10937
10128909;_hypernym;09606527;9154;2613
01687569;_derivationally_related_form;05844105;1;1
02001858;_derivationally_related_form;00319939;1;1
05673908;_derivationally_related_form;01978003;1;1
07040148;_hypernym;07037465;39;9
13060190;_hypernym;12992868;38202;26892
00376400;_hypernym;00376063;312;503
06083243;_derivationally_related_form;10806222;1;1
08900535;_has_part;08903220;14;4521
00353992;_derivationally_related_form;00493703;77;48
00043902;_synset_domain_topic_of;00471613;24515;1773
02641035;_derivationally_related_form;01062817;1;1
01951276;_hypernym;01953810;4858;708
05154517;_hypernym;04723816;3501;938
02490004;_hypernym;02488834;14378;12815
02040505;_hypernym;02021795;18918;2576
10826352;_instance_hypernym;09989502;4;3
08541288;_derivationally_related_form;00195342;1;1
00740342;_synset_domain_topic_of;08441203;589;2
01463963;_derivationally_related_form;05075602;1;1
01170243;_derivationally_related_form;14447908;1;1
07434102;_hypernym;07433973;13743;10280
02156546;_hypernym;02609764;1259;645
08919949;_member_meronym;09697070;4265;5967
11020721;_instance_hypernym;10624540;2205;826
08806897;_has_part;08807554;179;22886
02208118;_also_see;02311387;31191;35779
06389753;_derivationally_related_form;01745377;1;1
11746776;_member_meronym;12539306;14;1568
00626428;_derivationally_related_form;10508710;1;1
00118733;_hypernym;00116687;320;141
02081178;_derivationally_related_form;08617963;1;1
13902048;_derivationally_related_form;01742244;1;1
07334490;_derivationally_related_form;00478830;1;1
03547054;_hypernym;04191595;29104;16976
10564660;_derivationally_related_form;06403969;1;1
01511706;_derivationally_related_form;00104249;1;1
12658846;_has_part;07770180;18578;6410
01410223;_verb_group;01236164;2;2
01215851;_derivationally_related_form;03068181;1;1
14907122;_hypernym;15047313;15959;9905
08780881;_member_of_domain_region;10595361;33;3034
00179567;_hypernym;00173338;27674;3934
