06845599;_member_of_domain_usage;03754979;2;892
00789448;_verb_group;01062739;2;2
08860123;_member_of_domain_region;05688486;7;5617
02233096;_member_meronym;02233338;380;5437
01371092;_hypernym;01352059;189;16
02314321;_hypernym;08102555;627;18
08621598;_hypernym;08620061;4155;3080
03239726;_has_part;03027250;5;1
12400489;_hypernym;12651821;11146;2854
00779360;_derivationally_related_form;15274695;3826;16818
07359599;_derivationally_related_form;00555447;3;1
10686313;_hypernym;09610660;23406;4132
13286099;_derivationally_related_form;02234988;2;2
01444326;_hypernym;01441510;529;79
05442131;_has_part;05436080;4;7
08660339;_hypernym;08512259;27205;10462
07085786;_hypernym;07085375;2133;5233
06178812;_derivationally_related_form;10256080;2;1
01257145;_derivationally_related_form;07488875;3;2
02156546;_derivationally_related_form;07335716;3;2
02270342;_also_see;02577061;2;4
01938426;_hypernym;01835496;6499;714
08814333;_instance_hypernym;08524735;284;1
00770151;_hypernym;00766234;10575;2274
04903813;_derivationally_related_form;01763829;1;3
01908287;_hypernym;08107499;399;53
07861421;_derivationally_related_form;01577513;2;2
01046587;_hypernym;01046059;2420;1513
00951037;_hypernym;00949619;22879;10811
13266892;_hypernym;13265904;146;22
15121625;_hypernym;00028270;6263;1795
06754184;_hypernym;06753800;2182;904
01194418;_hypernym;02492198;14763;7749
01008719;_synset_domain_topic_of;08441203;15444;3
00474017;_derivationally_related_form;07357679;2;2
13627516;_has_part;13627327;178;808
00964569;_derivationally_related_form;01118449;4;1
04105068;_hypernym;04014297;218;27
01322854;_derivationally_related_form;00223983;2;2
01716882;_derivationally_related_form;07007945;3;2
08159924;_hypernym;07971582;1;1
06580646;_hypernym;06568978;17132;4421
00968962;_hypernym;00968211;20536;6734
01696849;_member_meronym;01697837;13;98
06643408;_hypernym;06797169;3972;1155
06596978;_hypernym;06593296;240;66
07572957;_hypernym;07566340;31948;18485
01695976;_derivationally_related_form;04681797;20827;14665
07091902;_hypernym;06290637;1522;903
02425228;_hypernym;02424695;265;187
06693198;_derivationally_related_form;00860620;4;2
01057034;_derivationally_related_form;01253379;1;2
00062582;_hypernym;00089324;34442;33682
01455592;_member_meronym;01455986;52;317
07191777;_hypernym;07191279;32358;13436
02514988;_member_meronym;02515214;14114;8090
08174398;_member_meronym;08949093;2;8
00630634;_hypernym;00624738;16572;4653
