06845599;_member_of_domain_usage;03754979;1;270
00789448;_verb_group;01062739;2;6
08860123;_member_of_domain_region;05688486;1;23870
02233096;_member_meronym;02233338;259;1618
01371092;_hypernym;01352059;28;6
02314321;_hypernym;08102555;362;80
08621598;_hypernym;08620061;7244;38
03239726;_has_part;03027250;6;9
12400489;_hypernym;12651821;205;19
00779360;_derivationally_related_form;15274695;5;8
07359599;_derivationally_related_form;00555447;6;2
10686313;_hypernym;09610660;20947;2998
13286099;_derivationally_related_form;02234988;2;2
01444326;_hypernym;01441510;34205;9131
05442131;_has_part;05436080;4;3
08660339;_hypernym;08512259;40561;6434
07085786;_hypernym;07085375;3;9
06178812;_derivationally_related_form;10256080;2;2
01257145;_derivationally_related_form;07488875;2;2
02156546;_derivationally_related_form;07335716;2;4
02270342;_also_see;02577061;5;4
01938426;_hypernym;01835496;8502;39
08814333;_instance_hypernym;08524735;1287;1
00770151;_hypernym;00766234;24754;4903
04903813;_derivationally_related_form;01763829;2;3
01908287;_hypernym;08107499;1652;60
07861421;_derivationally_related_form;01577513;2;2
01046587;_hypernym;01046059;4;2
00951037;_hypernym;00949619;10630;23307
13266892;_hypernym;13265904;14;6
15121625;_hypernym;00028270;17835;27848
06754184;_hypernym;06753800;10;6
01194418;_hypernym;02492198;7180;617
01008719;_synset_domain_topic_of;08441203;11023;4
00474017;_derivationally_related_form;07357679;4;2
13627516;_has_part;13627327;4657;37
00964569;_derivationally_related_form;01118449;6;2
04105068;_hypernym;04014297;9917;87
01322854;_derivationally_related_form;00223983;2;2
01716882;_derivationally_related_form;07007945;2;3
08159924;_hypernym;07971582;1;1
06580646;_hypernym;06568978;9200;22138
00968962;_hypernym;00968211;6459;5569
01696849;_member_meronym;01697837;33;50
06643408;_hypernym;06797169;8307;37
06596978;_hypernym;06593296;3;3
07572957;_hypernym;07566340;9059;239
01695976;_derivationally_related_form;04681797;4;4
07091902;_hypernym;06290637;546;21
02425228;_hypernym;02424695;12;4
06693198;_derivationally_related_form;00860620;3;2
01057034;_derivationally_related_form;01253379;2;2
00062582;_hypernym;00089324;1390;8142
01455592;_member_meronym;01455986;51;166
07191777;_hypernym;07191279;6299;10397
02514988;_member_meronym;02515214;10;58
08174398;_member_meronym;08949093;1;2
00630634;_hypernym;00624738;8537;11509
12406715;_hypernym;12405714;2;2
07466557;_hypernym;07470671;28;365
01733213;_hypernym;01714208;105;14
12224309;_hypernym;11534677;164;3
00810729;_hypernym;00811375;12;6
13726074;_has_part;13725726;5;5
00802946;_derivationally_related_form;01141841;2;4
09989045;_hypernym;10129825;13672;18044
00974367;_derivationally_related_form;09795124;3;3
02802544;_hypernym;03120491;23508;16800
10128909;_hypernym;09606527;7911;10211
01687569;_derivationally_related_form;05844105;2;2
02001858;_derivationally_related_form;00319939;4;4
05673908;_derivationally_related_form;01978003;2;2
07040148;_hypernym;07037465;3;9
13060190;_hypernym;12992868;2852;17
00376400;_hypernym;00376063;4515;171
06083243;_derivationally_related_form;10806222;2;2
08900535;_has_part;08903220;74;962
00353992;_derivationally_related_form;00493703;7;6
00043902;_synset_domain_topic_of;00471613;318;1
02641035;_derivationally_related_form;01062817;3;3
01951276;_hypernym;01953810;15911;5381
05154517;_hypernym;04723816;8698;15
02490004;_hypernym;02488834;7679;18300
02040505;_hypernym;02021795;3232;33
10826352;_instance_hypernym;09989502;2;2
08541288;_derivationally_related_form;00195342;4;3
00740342;_synset_domain_topic_of;08441203;3007;1
01463963;_derivationally_related_form;05075602;5;2
01170243;_derivationally_related_form;14447908;2;3
07434102;_hypernym;07433973;35979;39360
02156546;_hypernym;02609764;3853;94
08919949;_member_meronym;09697070;1800;411
11020721;_instance_hypernym;10624540;40;3
08806897;_has_part;08807554;5086;2748
02208118;_also_see;02311387;30100;2648
06389753;_derivationally_related_form;01745377;2;2
11746776;_member_meronym;12539306;16;293
00626428;_derivationally_related_form;10508710;2;3
00118733;_hypernym;00116687;28;39
02081178;_derivationally_related_form;08617963;2;3
13902048;_derivationally_related_form;01742244;2;2
07334490;_derivationally_related_form;00478830;7;13
03547054;_hypernym;04191595;4272;233
10564660;_derivationally_related_form;06403969;2;2
01511706;_derivationally_related_form;00104249;2;2
12658846;_has_part;07770180;3246;810
01410223;_verb_group;01236164;3;2
01215851;_derivationally_related_form;03068181;2;2
14907122;_hypernym;15047313;127;96
08780881;_member_of_domain_region;10595361;1;15
00179567;_hypernym;00173338;8387;50
00645493;_derivationally_related_form;04784142;2;3
05027529;_hypernym;05026843;26397;6340
02456493;_hypernym;01544692;4612;15513
12409016;_hypernym;11567411;195;3
00459114;_derivationally_related_form;07891726;6;2
11338796;_instance_hypernym;09798811;22;5
00966869;_derivationally_related_form;02344568;3;4
00216038;_hypernym;00209943;107;12
04433585;_hypernym;02886599;1583;1188
05090441;_derivationally_related_form;00434077;3;3
15231765;_instance_hypernym;15113229;622;2
04606014;_hypernym;03368141;16893;17946
11460281;_hypernym;11459538;29704;26046
08780018;_instance_hypernym;08691669;136;2
02761834;_derivationally_related_form;01042725;3;2
00425278;_derivationally_related_form;01803003;3;2
09917593;_derivationally_related_form;15147097;2;2
04821802;_derivationally_related_form;00103696;3;2
09606009;_hypernym;00007846;5342;11
01143409;_hypernym;01143040;29116;34998
03171356;_hypernym;04341686;3477;11
01977080;_derivationally_related_form;10019406;5;3
10109443;_hypernym;10341660;6691;10850
04229959;_hypernym;03101986;13637;7633
13306870;_derivationally_related_form;02321046;3;2
06972311;_hypernym;06972090;4272;4675
00369864;_derivationally_related_form;05015463;7;6
01643092;_member_meronym;01643255;96;61
04667406;_derivationally_related_form;01484083;3;2
04962240;_hypernym;04961691;6290;12389
06845599;_member_of_domain_usage;03587715;1;106
04671394;_derivationally_related_form;00724861;2;2
06268784;_hypernym;06268096;7;5
01466543;_derivationally_related_form;00262249;13;6
02446645;_hypernym;02445715;2873;5243
04868748;_hypernym;04826235;8;2
11915658;_hypernym;11915214;277;135
15256714;_hypernym;05867413;83;9
07127252;_hypernym;07109847;604;29
01473990;_hypernym;08103777;78;3
01296462;_derivationally_related_form;00379422;3;2
00560529;_hypernym;00558630;17;7
11911591;_member_meronym;12000609;2;144
12169526;_member_meronym;12192373;9;85
00538571;_synset_domain_topic_of;06084469;1809;1
05533948;_hypernym;05248181;76;35
01382273;_hypernym;01352059;21;7
08860123;_member_of_domain_usage;01252566;28;19525
10299875;_hypernym;09624559;8593;4407
02795169;_hypernym;04531098;12361;875
08156685;_member_meronym;11259950;7;15
10717461;_hypernym;00007846;29370;5578
04364545;_hypernym;03739693;29693;21993
01336587;_derivationally_related_form;05645597;2;3
00738747;_hypernym;00983824;22;3
05239808;_has_part;05241827;22526;1107
06115701;_derivationally_related_form;10127689;2;2
08172877;_hypernym;07951464;29145;19718
03273913;_hypernym;04070727;34628;27311
00686890;_derivationally_related_form;01010118;2;2
02761685;_derivationally_related_form;00378479;23;15
12983961;_hypernym;13024012;2917;10983
09876892;_hypernym;10307234;1391;48
06742772;_hypernym;06742426;39726;39954
00045145;_hypernym;00047945;23593;29216
12960211;_member_meronym;12960378;31426;4534
05941210;_derivationally_related_form;00701040;2;2
00946755;_derivationally_related_form;06807198;4;5
06780309;_hypernym;06780069;27;94
06151693;_derivationally_related_form;10620758;2;2
01453969;_hypernym;01453433;19027;21415
00939818;_derivationally_related_form;01707925;2;3
12969670;_hypernym;12969131;3;2
11607071;_hypernym;08103777;1149;37
01740969;_derivationally_related_form;00918383;2;2
08766988;_has_part;08769439;4;594
12724201;_member_meronym;12725940;1;1
01589125;_member_meronym;01589286;3;311
00056688;_hypernym;00053913;3;2
12761123;_hypernym;11567411;50;2
00591115;_derivationally_related_form;05805475;7;9
13954253;_derivationally_related_form;00043765;4;3
01346003;_derivationally_related_form;03848348;2;5
02248744;_hypernym;01759182;169;5
12242123;_hypernym;13112664;1467;6
10682038;_derivationally_related_form;01916634;2;2
04956110;_derivationally_related_form;00565592;2;2
00824066;_hypernym;00826509;32;12
01946277;_hypernym;01945845;20;9
04372171;_hypernym;03575958;297;336
00154778;_hypernym;00153263;26;5
14980579;_hypernym;14686352;17736;10061
07047011;_synset_domain_topic_of;07020895;247;1
05301908;_derivationally_related_form;00941990;5;4
11804604;_member_meronym;11813309;1;28
11805837;_hypernym;11573660;12;2
11612349;_hypernym;11608250;10187;8625
02621901;_derivationally_related_form;05008746;4;3
07060167;_hypernym;07059255;2294;36
08969291;_derivationally_related_form;03024420;2;3
06934132;_hypernym;06930934;31997;31600
10251779;_hypernym;00007846;11094;6
02625016;_derivationally_related_form;00050693;2;2
04576211;_has_part;02764779;2349;16843
02426799;_derivationally_related_form;13944914;2;2
11704791;_has_part;11705052;2174;7255
04294426;_hypernym;02688443;10;4
04657876;_derivationally_related_form;01076793;5;2
02150948;_derivationally_related_form;10576071;2;2
00937656;_hypernym;00933420;61;14
05133287;_hypernym;05129201;36352;37942
00900070;_derivationally_related_form;00836236;3;2
01400575;_hypernym;08103777;9763;8293
01239064;_derivationally_related_form;02677567;3;3
10214637;_derivationally_related_form;01632411;3;2
03386011;_has_part;02811936;7392;14250
13951984;_hypernym;13951444;31203;30621
02496816;_hypernym;02539334;31935;7447
05614657;_hypernym;05614175;36674;4405
13800801;_derivationally_related_form;00171127;2;2
12202936;_hypernym;13104059;10260;260
00265386;_derivationally_related_form;00260622;2;4
11529603;_member_meronym;11536778;4;664
02390470;_derivationally_related_form;10363913;3;2
04907269;_hypernym;04616059;20615;204
00039021;_hypernym;00037396;1450;8
00828901;_hypernym;00962447;750;86
00136152;_hypernym;00134780;3288;19333
00024649;_derivationally_related_form;03395745;2;2
09211735;_instance_hypernym;09403734;762;1
09891470;_derivationally_related_form;02951358;2;2
04071393;_hypernym;03763968;10;4
00343730;_synset_domain_topic_of;00528667;8017;218
12501745;_member_meronym;12547658;2;134
09851165;_derivationally_related_form;02669081;3;2
14498096;_derivationally_related_form;01269379;3;3
03650173;_derivationally_related_form;01262113;2;2
02244956;_also_see;02294436;1920;7425
02529515;_member_meronym;02531820;22;265
02621395;_derivationally_related_form;07092356;2;3
00960734;_derivationally_related_form;13845239;4;3
01567133;_hypernym;01563128;15284;289
11199727;_instance_hypernym;10650162;104;2
13999663;_hypernym;13998576;46;30
13481883;_derivationally_related_form;02762806;2;2
00633864;_derivationally_related_form;00785962;13;3
12892226;_member_meronym;12904148;4;207
00256961;_hypernym;00256746;9;12
09165613;_has_part;09483129;1;1
03673767;_derivationally_related_form;01270784;2;2
08740875;_has_part;08745901;40;600
02267826;_hypernym;02263378;656;247
02134589;_member_meronym;02136623;9;229
06350918;_hypernym;06350274;2406;3716
02400760;_derivationally_related_form;10760340;2;2
05537806;_hypernym;05220461;1291;143
05505679;_hypernym;05462315;149;195
07242324;_hypernym;07241205;32386;31946
00212173;_derivationally_related_form;04683600;2;2
00534480;_hypernym;00342028;29833;34196
08279298;_hypernym;08284481;203;19
03579982;_has_part;04170515;1841;11495
09460888;_instance_hypernym;09403734;767;2
02726715;_derivationally_related_form;14365356;2;3
00238867;_verb_group;00239321;3;2
06845599;_member_of_domain_usage;03189995;1;69
07409592;_derivationally_related_form;02685665;5;7
13478525;_derivationally_related_form;00229280;4;3
00455599;_hypernym;00407535;2320;6
01271428;_instance_hypernym;00956485;16;1
01741864;_synset_domain_topic_of;00916464;5;1
02767308;_derivationally_related_form;01253060;4;2
00347652;_derivationally_related_form;01898592;2;2
00471711;_derivationally_related_form;00223720;2;2
04826235;_hypernym;04846770;583;23
01353405;_derivationally_related_form;14705718;2;3
00493703;_derivationally_related_form;00353992;6;6
02440705;_member_meronym;02447591;5;246
13148019;_member_meronym;13148384;12456;2865
09190918;_hypernym;00007347;22044;324
12995724;_member_meronym;13082077;114;2233
12464278;_member_meronym;12464476;38;88
06115476;_hypernym;06000400;419;20
09147046;_has_part;04378842;60;3465
02259829;_hypernym;00761713;25;8
12195965;_member_meronym;12196129;2528;1963
12099342;_hypernym;13118707;1313;173
12112008;_hypernym;12102133;70;9
03631445;_hypernym;03106110;2615;175
01012712;_derivationally_related_form;00739662;9;6
12373361;_hypernym;11565385;5;2
06883725;_hypernym;04416901;17385;7324
08199025;_member_meronym;10305635;26111;8681
00588888;_derivationally_related_form;05805475;11;2
00704388;_derivationally_related_form;05784242;3;8
10173895;_hypernym;00007846;19892;61
08920924;_has_part;08926543;1;5
01187620;_synset_domain_topic_of;08441203;18;1
12219875;_member_meronym;12220019;452;347
00464513;_also_see;01430111;2;2
00746084;_hypernym;01027508;38643;23455
06756831;_derivationally_related_form;00835506;2;4
15022389;_hypernym;15022171;868;58
05613962;_hypernym;05617107;1693;527
13583724;_derivationally_related_form;02468793;4;2
11627028;_hypernym;11554175;416;6
02559752;_hypernym;02452885;57;27
09283623;_hypernym;09225146;73;17
00755500;_derivationally_related_form;00838524;3;2
05060476;_hypernym;05060189;14;9
01811736;_derivationally_related_form;07528807;2;2
01461328;_derivationally_related_form;00378985;5;4
10216403;_derivationally_related_form;02593354;2;3
11551211;_hypernym;08220891;919;13
00396703;_hypernym;00394813;15;2
01605119;_member_meronym;01616970;5;158
13463656;_derivationally_related_form;00569318;2;2
02093390;_derivationally_related_form;07439284;3;3
02674912;_hypernym;02707683;15135;6591
05513807;_has_part;05457469;95;2886
01959927;_synset_domain_topic_of;00450335;1;1
10387196;_derivationally_related_form;04091839;2;2
00238720;_derivationally_related_form;13443787;2;3
00940214;_hypernym;00126264;21107;112
01745722;_derivationally_related_form;04004767;3;5
10396462;_hypernym;00007846;31089;14647
08950035;_instance_hypernym;08524735;660;1
01828405;_derivationally_related_form;07486922;4;3
12192373;_member_meronym;12193458;5;140
05035961;_derivationally_related_form;00559102;3;3
02216547;_hypernym;01759182;5883;11
12445848;_hypernym;11561228;861;26
00069166;_hypernym;00067999;8;8
02427726;_derivationally_related_form;10381214;2;2
13149296;_hypernym;13100677;2745;13
01835103;_derivationally_related_form;09355850;2;3
08344301;_hypernym;08342039;1005;65
02525866;_member_meronym;02527145;15;150
02067941;_member_meronym;02068408;43;308
01028748;_derivationally_related_form;10344774;2;6
00141806;_derivationally_related_form;00920336;2;4
00715074;_hypernym;00352826;55;4
10351874;_derivationally_related_form;00761713;2;2
01255057;_derivationally_related_form;00691050;2;2
02671421;_hypernym;03081021;5122;39
02121234;_member_meronym;02125311;2;84
02217695;_hypernym;02217266;30072;37223
09101318;_instance_hypernym;08695539;1146;5
11689197;_hypernym;13135832;936;2623
01998019;_member_meronym;01998183;5;51
08775784;_instance_hypernym;08574314;1883;50
01567678;_hypernym;01567133;8;3
01538469;_hypernym;00510364;10;5
00147862;_derivationally_related_form;01284908;5;3
04182890;_hypernym;03895585;20819;1690
05835747;_hypernym;05833840;40796;288
06873252;_has_part;06873571;35602;1573
05509889;_has_part;05528060;15;66
10227985;_derivationally_related_form;06161718;2;2
01004072;_hypernym;00383606;716;40
10878672;_instance_hypernym;10625860;19829;15710
01713635;_member_meronym;01713764;6464;397
02462580;_derivationally_related_form;10760340;3;3
07237758;_derivationally_related_form;00842538;2;6
11014450;_instance_hypernym;10453533;13479;22
01107705;_hypernym;01105639;9580;20309
06890846;_derivationally_related_form;02141973;2;2
01596479;_hypernym;01507175;140;2
01830798;_hypernym;01762528;4345;17734
03472232;_derivationally_related_form;00099721;3;2
11629501;_member_meronym;11641788;2;45
11357332;_instance_hypernym;10453533;9816;17
13205482;_member_meronym;13210827;3;61
00608808;_derivationally_related_form;05833840;2;6
13907415;_derivationally_related_form;01280014;4;3
01637166;_derivationally_related_form;05786372;3;5
00815686;_derivationally_related_form;06746005;2;2
06930934;_hypernym;06904171;20409;2391
00332154;_hypernym;00397576;6;5
00824292;_derivationally_related_form;06713187;5;2
04762355;_hypernym;04760771;7;7
00562935;_derivationally_related_form;02557638;2;2
06568978;_derivationally_related_form;01747717;2;4
13107891;_derivationally_related_form;00329495;2;2
08312559;_synset_domain_topic_of;06226057;27512;94
06252138;_derivationally_related_form;01070102;3;3
00872886;_derivationally_related_form;09774167;2;3
01751021;_hypernym;01675963;4084;292
02512053;_derivationally_related_form;01140794;3;2
00774056;_derivationally_related_form;09896826;2;3
10295819;_hypernym;00007846;23551;430
00262249;_derivationally_related_form;01466543;8;13
00462092;_derivationally_related_form;00089027;2;2
01366718;_derivationally_related_form;07527352;3;4
09373716;_instance_hypernym;09411430;99;1
04074329;_hypernym;03129123;132;21
08951077;_instance_hypernym;08524735;1217;1
05536370;_hypernym;05303402;425;40
01705257;_derivationally_related_form;07258664;2;6
02149297;_hypernym;01864707;740;6
11350705;_instance_hypernym;10084635;21;3
01921591;_hypernym;01921204;1823;35712
00657016;_derivationally_related_form;01051801;2;3
03588414;_derivationally_related_form;00946105;7;2
02447793;_derivationally_related_form;01139830;2;3
12957467;_hypernym;13167078;30;3
06005518;_hypernym;06004685;108;18
01984695;_hypernym;01982650;27;69
00632236;_derivationally_related_form;05893356;2;2
01566386;_hypernym;01504437;4;2
02202928;_derivationally_related_form;00818466;2;3
02645007;_derivationally_related_form;00033615;9;18
02578604;_hypernym;01432517;804;3
00195617;_verb_group;00195342;2;2
01654863;_hypernym;01639765;8871;7720
09044862;_has_part;09105821;3;13
12637729;_member_meronym;12641007;2;50
04356056;_has_part;03976268;1699;489
09629752;_derivationally_related_form;01845720;5;3
01865197;_also_see;00643250;19;24
07083441;_derivationally_related_form;00863579;2;2
12400261;_member_meronym;12400924;84;632
10576223;_hypernym;00007846;34273;19268
10034614;_derivationally_related_form;01170052;3;2
01179707;_derivationally_related_form;02543181;2;2
01012712;_derivationally_related_form;00657260;6;3
00291873;_derivationally_related_form;08646188;2;3
08096301;_hypernym;08149781;21;7
05477686;_has_part;05477305;63;64
00223720;_derivationally_related_form;01327301;4;2
08792548;_member_of_domain_region;08011523;6;4
02842303;_hypernym;04565963;37418;21133
03738241;_hypernym;04377057;38794;340
01654271;_derivationally_related_form;00768921;2;14
00306314;_derivationally_related_form;05623181;821;361
09133500;_instance_hypernym;08524735;1166;1
02271544;_also_see;00646413;2;3
12611479;_hypernym;11556857;417;3
00090253;_derivationally_related_form;10511069;2;2
01650610;_derivationally_related_form;00235435;4;4
11502102;_derivationally_related_form;00216216;3613;5542
01572978;_hypernym;01212572;5;6
02466111;_also_see;01222884;14;7
09113762;_instance_hypernym;08524735;689;1
01632103;_derivationally_related_form;05891572;2;4
02113430;_derivationally_related_form;00907340;2;2
13023783;_member_meronym;13031690;672;6810
11915899;_hypernym;11915214;516;74
00331950;_hypernym;00191142;28752;34
08860123;_member_of_domain_region;10513509;1;12584
00353469;_derivationally_related_form;00267855;2;2
03069213;_hypernym;03149951;17415;12201
03791053;_hypernym;04576211;211;35
02470451;_member_meronym;02489288;18;1443
05370125;_hypernym;05418717;21732;12338
05399847;_synset_domain_topic_of;01471682;15733;445
02552737;_hypernym;01429349;23;2
05204004;_synset_domain_topic_of;08199025;1452;1
02036982;_member_meronym;02037110;3240;1680
13658496;_hypernym;13649268;2;2
10518194;_hypernym;10435988;19140;15205
02140781;_derivationally_related_form;00229260;3;4
02538216;_hypernym;02537085;19;7
06154464;_hypernym;06153846;404;772
02198996;_hypernym;01762525;1748;7
00725274;_derivationally_related_form;07298154;2;2
08142170;_hypernym;08348815;79;4
05496990;_has_part;05499379;5;19
07605474;_hypernym;07597365;6810;10384
01357831;_hypernym;01296462;142;9
10942144;_instance_hypernym;10020890;14474;53
07152463;_hypernym;07152259;163;314
00573932;_hypernym;00126264;6612;16
00521562;_derivationally_related_form;01711445;3;6
08904392;_instance_hypernym;08524735;911;1
14786479;_hypernym;00021939;4369;37
01074650;_derivationally_related_form;04654337;2;3
01688589;_hypernym;01687665;25;11
10460033;_hypernym;10053808;4996;6416
02566528;_derivationally_related_form;00068901;33982;8056
00331082;_derivationally_related_form;03724417;2;4
00229026;_hypernym;00109660;1836;74
08244062;_derivationally_related_form;10120085;2;3
06755776;_hypernym;06755568;14068;34175
00917772;_derivationally_related_form;10102506;5;2
14560360;_hypernym;13920835;24233;7660
01754105;_derivationally_related_form;00113113;5;3
02951170;_derivationally_related_form;01422172;2;2
00621734;_derivationally_related_form;05685030;8;6
09980090;_derivationally_related_form;07049713;2;2
12201166;_hypernym;11575425;28;3
06148148;_hypernym;06143154;125;2265
01877204;_hypernym;01850315;10672;179
02092309;_derivationally_related_form;07460104;5;3
11654124;_member_meronym;11654438;6;58
11195619;_instance_hypernym;10301261;58;5
02037090;_derivationally_related_form;09437454;2;5
04169437;_has_part;04593866;36958;17245
01920698;_synset_domain_topic_of;00523513;63;1
01926311;_also_see;02075049;265;34350
09797113;_derivationally_related_form;02565491;6;2
08765460;_instance_hypernym;08633957;261;2
02541875;_hypernym;01432517;901;6
06364329;_hypernym;06362953;30236;129
10599806;_derivationally_related_form;01731031;5;4
13000668;_hypernym;11592146;50;2
08923755;_instance_hypernym;08524735;86;1
00847683;_hypernym;00846509;7;5
08173515;_member_meronym;08761244;1;10
09051235;_has_part;09103943;1;1
02454119;_member_meronym;02455310;15;164
01800422;_derivationally_related_form;00271263;6;3
00897026;_hypernym;00894552;7;2
01358328;_derivationally_related_form;08253450;3;2
00336718;_hypernym;00126264;2951;8
05520479;_hypernym;05264756;318;123
02662979;_derivationally_related_form;01203676;2;2
06135915;_derivationally_related_form;03002351;3;2
00180770;_hypernym;00180413;153;5097
01500082;_derivationally_related_form;02818832;2;2
01822724;_derivationally_related_form;13811900;2;2
04151581;_hypernym;04014297;14917;63
08023843;_synset_domain_topic_of;00759694;3870;13
02472012;_member_meronym;02474777;2;5
05055503;_synset_domain_topic_of;00017222;38071;22474
14501545;_hypernym;14500908;17143;27977
03318983;_hypernym;04014297;17518;10006
00832626;_has_part;00659349;3;4
01708676;_derivationally_related_form;00428270;2;3
01747945;_derivationally_related_form;06678302;3;3
06062076;_derivationally_related_form;09919297;2;2
06877849;_hypernym;06877078;7686;3925
00378042;_hypernym;00140123;2562;196
02661252;_hypernym;02666239;42;16
12217211;_member_meronym;12217586;19169;5847
03776460;_hypernym;04467099;32959;30424
01015244;_derivationally_related_form;05823932;2;14
06915601;_hypernym;06906439;25653;23282
09999532;_derivationally_related_form;02253766;2;2
12213635;_member_meronym;12216028;3;71
02330582;_member_meronym;02350845;6;340
10985440;_instance_hypernym;09805475;69;32
01989869;_hypernym;01974773;55;7
00652346;_derivationally_related_form;05763412;3;2
11675096;_hypernym;11675842;4;4
06845599;_member_of_domain_usage;03739136;1;304
08816236;_member_meronym;09750891;3;2
13423615;_derivationally_related_form;01254013;3;3
00883226;_derivationally_related_form;10274318;2;4
07186148;_hypernym;07185325;13;13
02230782;_member_meronym;02231930;87;2492
12514592;_hypernym;13112664;2620;30
00771961;_derivationally_related_form;07246582;4;2
10067968;_hypernym;10215623;33345;1494
09093608;_instance_hypernym;08655464;14;2
02559862;_hypernym;02554730;2078;33
02023992;_derivationally_related_form;03386011;3;4
01786419;_hypernym;01785971;15482;31395
06350127;_derivationally_related_form;10654015;2;3
04103918;_synset_domain_topic_of;02691156;378;19
08920924;_has_part;08925287;51;511
01208597;_hypernym;01207609;3252;7058
13722757;_has_part;13722522;2;23
02465693;_derivationally_related_form;02120451;5;3
01418037;_synset_domain_topic_of;00243918;286;1
02501101;_hypernym;01342529;696;4
01385017;_hypernym;01384687;8406;17292
14598079;_derivationally_related_form;01539633;2;4
15278281;_hypernym;15286249;39400;3148
02464626;_has_part;02463205;3486;702
02753255;_derivationally_related_form;00331102;2;3
01292885;_derivationally_related_form;04613158;4;6
06590885;_synset_domain_topic_of;06677302;126;2
00739632;_hypernym;00739270;90;141
00344421;_hypernym;00331950;32624;512
10347446;_synset_domain_topic_of;08199025;101;1
04530566;_has_part;04117216;384;8105
07185325;_derivationally_related_form;00753428;2;2
10247880;_hypernym;00007846;34659;21681
07752109;_hypernym;07751451;127;35
02338901;_hypernym;02329401;322;7
00504901;_hypernym;00115157;19321;1914
09189411;_has_part;08707917;2;25
01523908;_member_meronym;01584004;63;1194
02690708;_derivationally_related_form;08624196;2;2
00395333;_derivationally_related_form;02350175;2;3
01831308;_derivationally_related_form;05685030;6;2
13566535;_derivationally_related_form;00376106;2;2
