Stan_Collymore;playsFor;England_national_football_team;61.0;1.0
Suriname;hasOfficialLanguage;Dutch_language;1.0;1.0
Mantorras;playsFor;F.C._Alverca;1.0;1.0
Pablo_Bonells;isAffiliatedTo;Club_Celaya;4.0;1.0
Jürgen_Habermas;isInterestedIn;Political_philosophy;1.0;1.0
Victorio_Cocco;isAffiliatedTo;Argentina_national_football_team;4.0;1.0
Velibor_Vasović;playsFor;AFC_Ajax;39.0;1.0
Telmo_Zarra;diedIn;Bilbao;13.0;1.0
Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury;hasGender;male;63.0;2.0
Torbjörn_Nilsson;isAffiliatedTo;IFK_Göteborg;1.0;1.0
Rosemère,_Quebec;isLocatedIn;Quebec;58.0;5.0
Mark_Blake_(footballer_born_1970);isAffiliatedTo;Portsmouth_F.C.;1.0;1.0
Tony_Jantschke;playsFor;Germany_national_youth_football_team;25.0;5.0
Pavel_Košťál;isAffiliatedTo;F.C._Hansa_Rostock;7.0;1.0
Bret_McKenzie;hasMusicalRole;wordnet_vocal_music_107282006;474.0;3.0
Édouard_Wawrzyniak;isAffiliatedTo;Valenciennes_F.C.;6.0;3.0
Chaker_Zouagi;playsFor;Olmaliq_FK;4.0;1.0
Nicolás_Olivera;isAffiliatedTo;Córdoba_C.F.;12.0;2.0
Guy_Dardenne;isAffiliatedTo;R._White_Daring_Molenbeek;723.0;51.0
Jim_Moffat;isAffiliatedTo;Albion_Rovers_F.C.;5.0;1.0
Alan_Sunderland;playsFor;Derry_City_F.C.;2.0;1.0
José_Callejón;playsFor;Real_Madrid_C;5.0;1.0
Adrian_Pătulea;isAffiliatedTo;FC_Rapid_București;2.0;1.0
Jesús_Turiel;isAffiliatedTo;Real_Valladolid_B;1.0;1.0
Divya_Bharti;actedIn;Balwaan;181.0;443.0
Luciano_Quadros_da_Silva;wasBornIn;Porto_Alegre;1746.0;10.0
Pat_Noonan;isAffiliatedTo;Colorado_Rapids;1.0;1.0
Battle_of_the_Dukla_Pass;happenedIn;Nazi_Germany;1.0;1.0
Frank_Mill;isAffiliatedTo;Fortuna_Düsseldorf;5.0;1.0
Volodymyr_Muntyan;isAffiliatedTo;S.K._Tavriya_Simferopol;372.0;25.0
Leopold_III,_Margrave_of_Austria;hasChild;Gertrude_of_Babenberg,_Duchess_of_Bohemia;2.0;6.0
Marcel_Schmelzer;playsFor;Germany_national_under-21_football_team;123.0;1.0
Eran_Zahavi;wasBornIn;Rishon_LeZion;68.0;1.0
Antonio_Candreva;playsFor;Ternana_Calcio;7.0;1.0
Robert_Louis_Stevenson;influences;David_Leavitt;3.0;6.0
Stan_Lazaridis;playsFor;Perth_Glory_FC;5.0;1.0
Sean_Green_(basketball);isAffiliatedTo;Utah_Jazz;652.0;139.0
