06845599;_member_of_domain_usage;03754979;1;1
00789448;_verb_group;01062739;2;3
10217831;_hyponym;10682169;1;1
08860123;_member_of_domain_region;05688486;1;1
02233096;_member_meronym;02233338;1;1
01459242;_part_of;01461646;1;1
01371092;_hypernym;01352059;1;1
03902220;_part_of;03918480;1;1
02314321;_hypernym;08102555;4;1
08621598;_hypernym;08620061;2;2
03239726;_has_part;03027250;9;44
12400489;_hypernym;12651821;1;1
00779360;_derivationally_related_form;15274695;3;26
07359599;_derivationally_related_form;00555447;3;2
05058580;_hyponym;05058140;2;2
10686313;_hypernym;09610660;2;1
13286099;_derivationally_related_form;02234988;2;2
01444326;_hypernym;01441510;13286;3687
15269513;_hyponym;15297672;1;2
05442131;_has_part;05436080;1;1
08660339;_hypernym;08512259;5;2
07085786;_hypernym;07085375;1;1
13716084;_hyponym;13720096;1;2
13166338;_hyponym;13224256;1;16
01469222;_member_holonym;01467986;1;1
09634494;_hyponym;09705287;2;2
02671421;_hyponym;03354350;1;2
00069879;_hyponym;01309478;2;3
06178812;_derivationally_related_form;10256080;2;2
01257145;_derivationally_related_form;07488875;2;3
02156546;_derivationally_related_form;07335716;2;2
02270342;_also_see;02577061;5;3
01938426;_hypernym;01835496;4;1
01864707;_hyponym;02458675;1;1
08814333;_instance_hypernym;08524735;5;1
04552696;_hyponym;04457326;1;1
00770151;_hypernym;00766234;1;1
01503061;_hyponym;01789386;2;3
04903813;_derivationally_related_form;01763829;2;2
01908287;_hypernym;08107499;9;1
07861421;_derivationally_related_form;01577513;2;2
01835496;_hyponym;01904293;2;4
01985923;_hyponym;01985757;1;1
01046587;_hypernym;01046059;1;1
00951037;_hypernym;00949619;2;1
01654628;_hyponym;01271658;1;2
13266892;_hypernym;13265904;1;1
15121625;_hypernym;00028270;2;1
06754184;_hypernym;06753800;1;1
01258719;_synset_domain_region_of;09044862;1;1
01194418;_hypernym;02492198;1092;767
01008719;_synset_domain_topic_of;08441203;2;1
00474017;_derivationally_related_form;07357679;2;2
03223686;_part_of;03224032;1;1
13627516;_has_part;13627327;1;1
12473011;_member_holonym;12423565;17;1
15232712;_part_of;15232406;1;1
10024362;_hyponym;09622745;1;1
12194147;_member_holonym;12193964;1;1
00964569;_derivationally_related_form;01118449;3;2
06479665;_hyponym;06546408;1;2
04105068;_hypernym;04014297;2;2
01322854;_derivationally_related_form;00223983;2;3
01716882;_derivationally_related_form;07007945;3;7
12766869;_member_holonym;12766241;1;1
08159924;_hypernym;07971582;1;1
06580646;_hypernym;06568978;1;1
00968962;_hypernym;00968211;1;1
01696849;_member_meronym;01697837;1;1
13166338;_hyponym;12959226;1;1
06643408;_hypernym;06797169;3;2
15089472;_hyponym;15089803;1;1
01864707;_hyponym;02348036;1;1
06596978;_hypernym;06593296;1;1
11432758;_part_of;13850674;1;1
07572957;_hypernym;07566340;2;1
01695976;_derivationally_related_form;04681797;13;18
07091902;_hypernym;06290637;2;2
01156899;_hyponym;01157138;1;1
02425228;_hypernym;02424695;6;2
06693198;_derivationally_related_form;00860620;2;4
01057034;_derivationally_related_form;01253379;2;2
00062582;_hypernym;00089324;1;1
01455592;_member_meronym;01455986;1;1
07191777;_hypernym;07191279;1;1
02514988;_member_meronym;02515214;1;1
08174398;_member_meronym;08949093;1;7
14548343;_hyponym;14548913;1;2
00630634;_hypernym;00624738;1;1
12406715;_hypernym;12405714;1;1
08153437;_hyponym;08157672;1;1
07466557;_hypernym;07470671;1;1
01733213;_hypernym;01714208;5;1
12224309;_hypernym;11534677;5;2
00810729;_hypernym;00811375;1;1
11795366;_member_holonym;11794267;1;1
01758019;_member_holonym;01753721;1;1
09850642;_synset_domain_region_of;08860123;1;1
13726074;_has_part;13725726;1;1
02257370;_hyponym;02256998;1;3
00802946;_derivationally_related_form;01141841;2;2
12797368;_member_holonym;12797213;1;1
09989045;_hypernym;10129825;1;1
14373582;_hyponym;05669934;2;3
10412055;_hyponym;10506220;1;2
01850315;_hyponym;01866610;1;2
00074038;_hyponym;00074453;2;1
00974367;_derivationally_related_form;09795124;3;2
02802544;_hypernym;03120491;1;1
10128909;_hypernym;09606527;1;1
01687569;_derivationally_related_form;05844105;3;2
12005656;_member_holonym;12005500;1;5
02001858;_derivationally_related_form;00319939;2;2
05673908;_derivationally_related_form;01978003;2;2
12446200;_member_holonym;12445848;1;1
02676054;_hyponym;02677097;1;2
11575425;_hyponym;11910070;1;1
07040148;_hypernym;07037465;1;1
13060190;_hypernym;12992868;2;1
09390424;_part_of;09202405;34;11
00376400;_hypernym;00376063;2;1
06083243;_derivationally_related_form;10806222;2;2
08900535;_has_part;08903220;1;1
11567411;_hyponym;11775780;1;1
00353992;_derivationally_related_form;00493703;35;15
00043902;_synset_domain_topic_of;00471613;3;1
08491826;_hyponym;08540903;1;2
02641035;_derivationally_related_form;01062817;3;3
01951276;_hypernym;01953810;2;1
02684649;_part_of;04200637;1;1
05154517;_hypernym;04723816;3;2
02490004;_hypernym;02488834;1;1
09606527;_hyponym;09825519;1;1
02040505;_hypernym;02021795;1;1
10826352;_instance_hypernym;09989502;1;1
02662239;_member_holonym;02662081;1;1
08541288;_derivationally_related_form;00195342;2;2
03532672;_hyponym;02709367;1;1
00740342;_synset_domain_topic_of;08441203;2;1
01463963;_derivationally_related_form;05075602;11;6
01170243;_derivationally_related_form;14447908;2;3
09342729;_part_of;08830456;1;1
07434102;_hypernym;07433973;1;1
12287388;_member_holonym;12280487;3;1
13258362;_hyponym;13259797;1;2
02156546;_hypernym;02609764;2;1
08919949;_member_meronym;09697070;1;1
11020721;_instance_hypernym;10624540;1;1
08806897;_has_part;08807554;12076;15197
02208118;_also_see;02311387;14528;8688
13112664;_hyponym;12677841;1;1
02332315;_member_holonym;02331479;1;1
10513509;_synset_domain_region_of;08860123;17553;392
14061805;_hyponym;14070360;2;2
06389753;_derivationally_related_form;01745377;2;2
11746776;_member_meronym;12539306;1;3
00626428;_derivationally_related_form;10508710;2;2
00118733;_hypernym;00116687;2;1
02081178;_derivationally_related_form;08617963;2;2
13902048;_derivationally_related_form;01742244;3;2
07328942;_hyponym;07436986;1;2
07334490;_derivationally_related_form;00478830;2;7
03547054;_hypernym;04191595;2;1
10564660;_derivationally_related_form;06403969;2;2
09831962;_hyponym;10590977;1;2
11579418;_hyponym;11939887;1;1
01511706;_derivationally_related_form;00104249;2;2
01768402;_member_holonym;01767199;3;1
04014297;_hyponym;03546766;1;2
12658846;_has_part;07770180;1;1
01410223;_verb_group;01236164;2;2
01215851;_derivationally_related_form;03068181;2;2
14907122;_hypernym;15047313;1;1
08718577;_part_of;09189411;1;1
08780881;_member_of_domain_region;10595361;1;1
00179567;_hypernym;00173338;2;1
00645493;_derivationally_related_form;04784142;2;3
09765278;_hyponym;10158010;1;2
05027529;_hypernym;05026843;1;1
02456493;_hypernym;01544692;3;1
11844651;_member_holonym;11841529;42;8
00024720;_hyponym;14000403;1;2
12409016;_hypernym;11567411;2;1
00459114;_derivationally_related_form;07891726;3;2
11338796;_instance_hypernym;09798811;1;1
00966869;_derivationally_related_form;02344568;3;5
10256756;_hyponym;10248198;1;2
00216038;_hypernym;00209943;3;1
07247071;_hyponym;07248060;1;3
12577895;_member_holonym;12577000;1;1
01340439;_hyponym;01348174;1;2
01062817;_hyponym;01062997;1;1
04433585;_hypernym;02886599;2;1
11664929;_member_holonym;11551211;2;2
05090441;_derivationally_related_form;00434077;3;4
15231765;_instance_hypernym;15113229;1;1
04606014;_hypernym;03368141;1;1
11460281;_hypernym;11459538;2;1
04153751;_hyponym;02865665;1;1
04914292;_hyponym;04915866;1;1
00940384;_hyponym;00903212;1;4
08780018;_instance_hypernym;08691669;1;1
12475035;_member_holonym;12474828;1;1
01675963;_hyponym;01751836;6105;22088
02761834;_derivationally_related_form;01042725;2;2
00425278;_derivationally_related_form;01803003;2;2
02575082;_hyponym;02537407;2;4
12565368;_member_holonym;12564840;4;1
09917593;_derivationally_related_form;15147097;2;3
04821802;_derivationally_related_form;00103696;4;2
09606009;_hypernym;00007846;3;2
08660339;_hyponym;08566707;1;2
01143409;_hypernym;01143040;1;1
03171356;_hypernym;04341686;3;2
01668257;_member_holonym;01667570;3;1
01977080;_derivationally_related_form;10019406;2;3
10109443;_hypernym;10341660;1;1
04229959;_hypernym;03101986;2;1
07296428;_hyponym;07337390;2;2
13306870;_derivationally_related_form;02321046;3;2
06972311;_hypernym;06972090;1;1
00369864;_derivationally_related_form;05015463;11;14
01342529;_hyponym;02012306;3;27
01643092;_member_meronym;01643255;1;4
04667406;_derivationally_related_form;01484083;3;2
01494310;_hyponym;01498872;1;2
04962240;_hypernym;04961691;1;1
06845599;_member_of_domain_usage;03587715;1;1
04671394;_derivationally_related_form;00724861;3;2
06268784;_hypernym;06268096;1;1
07339653;_hyponym;07339941;1;1
01466543;_derivationally_related_form;00262249;14;6
02446645;_hypernym;02445715;1;1
04868748;_hypernym;04826235;3;1
11915658;_hypernym;11915214;1;1
15256714;_hypernym;05867413;1;1
07127252;_hypernym;07109847;2;1
00728641;_hyponym;00729285;1;1
08729452;_part_of;08723006;1;1
01473990;_hypernym;08103777;13;1
01296462;_derivationally_related_form;00379422;2;6
04033425;_member_holonym;07956721;1;1
00560529;_hypernym;00558630;2;1
03385117;_hyponym;04054795;1;2
