06845599;_member_of_domain_usage;03754979;1;9
00789448;_verb_group;01062739;1;2
08860123;_member_of_domain_region;05688486;334;10212
02233096;_member_meronym;02233338;669;1023
01371092;_hypernym;01352059;211;14
02314321;_hypernym;08102555;37;2
08621598;_hypernym;08620061;5051;5278
03239726;_has_part;03027250;5;3
12400489;_hypernym;12651821;11;1
00779360;_derivationally_related_form;15274695;1848;3676
07359599;_derivationally_related_form;00555447;1;1
10686313;_hypernym;09610660;28866;36686
13286099;_derivationally_related_form;02234988;1;1
01444326;_hypernym;01441510;23;16
05442131;_has_part;05436080;187;828
08660339;_hypernym;08512259;19470;19370
07085786;_hypernym;07085375;4221;1946
06178812;_derivationally_related_form;10256080;1;1
01257145;_derivationally_related_form;07488875;1;1
02156546;_derivationally_related_form;07335716;1;1
02270342;_also_see;02577061;1;1
01938426;_hypernym;01835496;5973;774
08814333;_instance_hypernym;08524735;263;3
00770151;_hypernym;00766234;20366;32157
04903813;_derivationally_related_form;01763829;1;1
01908287;_hypernym;08107499;123;20
07861421;_derivationally_related_form;01577513;1;1
01046587;_hypernym;01046059;184;20
00951037;_hypernym;00949619;27264;29799
13266892;_hypernym;13265904;14948;13895
15121625;_hypernym;00028270;26068;29614
06754184;_hypernym;06753800;2;1
01194418;_hypernym;02492198;49;74
01008719;_synset_domain_topic_of;08441203;18940;14847
00474017;_derivationally_related_form;07357679;1;1
13627516;_has_part;13627327;24;30
00964569;_derivationally_related_form;01118449;1;1
04105068;_hypernym;04014297;5353;2346
01322854;_derivationally_related_form;00223983;1;1
01716882;_derivationally_related_form;07007945;1;1
08159924;_hypernym;07971582;2;1
06580646;_hypernym;06568978;19442;3492
00968962;_hypernym;00968211;20800;30531
01696849;_member_meronym;01697837;44;111
06643408;_hypernym;06797169;3;8
06596978;_hypernym;06593296;12;1
07572957;_hypernym;07566340;24069;27221
01695976;_derivationally_related_form;04681797;3;2
07091902;_hypernym;06290637;27170;26171
02425228;_hypernym;02424695;9427;6180
06693198;_derivationally_related_form;00860620;1;1
01057034;_derivationally_related_form;01253379;1;1
00062582;_hypernym;00089324;3174;5280
01455592;_member_meronym;01455986;34;225
07191777;_hypernym;07191279;2044;2192
02514988;_member_meronym;02515214;5909;4302
08174398;_member_meronym;08949093;1;5
00630634;_hypernym;00624738;20339;17816
12406715;_hypernym;12405714;3;1
07466557;_hypernym;07470671;2895;2971
01733213;_hypernym;01714208;5102;2093
12224309;_hypernym;11534677;3;1
00810729;_hypernym;00811375;3;1
13726074;_has_part;13725726;6;7
00802946;_derivationally_related_form;01141841;2;1
09989045;_hypernym;10129825;20004;152
00974367;_derivationally_related_form;09795124;1;1
02802544;_hypernym;03120491;8864;11635
10128909;_hypernym;09606527;20079;14926
01687569;_derivationally_related_form;05844105;1;1
02001858;_derivationally_related_form;00319939;1;1
05673908;_derivationally_related_form;01978003;1;1
07040148;_hypernym;07037465;2;1
13060190;_hypernym;12992868;10885;4109
00376400;_hypernym;00376063;30089;31173
06083243;_derivationally_related_form;10806222;1;1
08900535;_has_part;08903220;48;500
00353992;_derivationally_related_form;00493703;7;4
00043902;_synset_domain_topic_of;00471613;2076;3
02641035;_derivationally_related_form;01062817;1;1
01951276;_hypernym;01953810;116;17
05154517;_hypernym;04723816;8824;2409
02490004;_hypernym;02488834;20157;10961
02040505;_hypernym;02021795;341;262
10826352;_instance_hypernym;09989502;1;1
08541288;_derivationally_related_form;00195342;1;1
00740342;_synset_domain_topic_of;08441203;28;1
01463963;_derivationally_related_form;05075602;1;1
01170243;_derivationally_related_form;14447908;1;1
07434102;_hypernym;07433973;17689;16040
02156546;_hypernym;02609764;10287;4732
08919949;_member_meronym;09697070;3075;9749
11020721;_instance_hypernym;10624540;1739;161
08806897;_has_part;08807554;36734;28500
02208118;_also_see;02311387;3302;384
06389753;_derivationally_related_form;01745377;1;1
11746776;_member_meronym;12539306;438;2148
00626428;_derivationally_related_form;10508710;1;1
00118733;_hypernym;00116687;45;25
02081178;_derivationally_related_form;08617963;1;1
13902048;_derivationally_related_form;01742244;1;1
07334490;_derivationally_related_form;00478830;1;2
03547054;_hypernym;04191595;4751;3418
10564660;_derivationally_related_form;06403969;1;1
01511706;_derivationally_related_form;00104249;1;1
12658846;_has_part;07770180;17740;18808
01410223;_verb_group;01236164;1;2
01215851;_derivationally_related_form;03068181;1;1
14907122;_hypernym;15047313;4211;216
08780881;_member_of_domain_region;10595361;1;156
00179567;_hypernym;00173338;2133;8
00645493;_derivationally_related_form;04784142;1;1
05027529;_hypernym;05026843;5096;6835
02456493;_hypernym;01544692;20185;19406
12409016;_hypernym;11567411;22;1
00459114;_derivationally_related_form;07891726;1;1
11338796;_instance_hypernym;09798811;18;1
00966869;_derivationally_related_form;02344568;1;1
00216038;_hypernym;00209943;16;2
04433585;_hypernym;02886599;12305;8221
05090441;_derivationally_related_form;00434077;1;1
15231765;_instance_hypernym;15113229;2;1
04606014;_hypernym;03368141;38514;35743
11460281;_hypernym;11459538;21906;23089
08780018;_instance_hypernym;08691669;16;2
02761834;_derivationally_related_form;01042725;1;1
00425278;_derivationally_related_form;01803003;1;1
09917593;_derivationally_related_form;15147097;1;1
04821802;_derivationally_related_form;00103696;1;1
09606009;_hypernym;00007846;527;21
01143409;_hypernym;01143040;20036;14032
03171356;_hypernym;04341686;37098;40636
01977080;_derivationally_related_form;10019406;1;1
10109443;_hypernym;10341660;21195;35931
04229959;_hypernym;03101986;20415;20557
13306870;_derivationally_related_form;02321046;1;1
06972311;_hypernym;06972090;20564;20944
00369864;_derivationally_related_form;05015463;1;6
01643092;_member_meronym;01643255;46;516
04667406;_derivationally_related_form;01484083;1;1
04962240;_hypernym;04961691;20573;33413
06845599;_member_of_domain_usage;03587715;1;63
04671394;_derivationally_related_form;00724861;1;1
06268784;_hypernym;06268096;5;3
01466543;_derivationally_related_form;00262249;12;1
02446645;_hypernym;02445715;19287;5874
04868748;_hypernym;04826235;6;6
11915658;_hypernym;11915214;5911;603
15256714;_hypernym;05867413;5360;2088
07127252;_hypernym;07109847;450;7
01473990;_hypernym;08103777;102;2
01296462;_derivationally_related_form;00379422;1;1
00560529;_hypernym;00558630;205;259
11911591;_member_meronym;12000609;1;45
12169526;_member_meronym;12192373;46;20
00538571;_synset_domain_topic_of;06084469;13137;3770
05533948;_hypernym;05248181;1280;1028
01382273;_hypernym;01352059;4;1
08860123;_member_of_domain_usage;01252566;273;6430
10299875;_hypernym;09624559;33417;38456
02795169;_hypernym;04531098;9573;7020
08156685;_member_meronym;11259950;6;10
10717461;_hypernym;00007846;12806;3387
04364545;_hypernym;03739693;1916;531
01336587;_derivationally_related_form;05645597;1;1
00738747;_hypernym;00983824;189;5
05239808;_has_part;05241827;19251;19657
06115701;_derivationally_related_form;10127689;1;1
08172877;_hypernym;07951464;20432;13562
03273913;_hypernym;04070727;3889;4462
00686890;_derivationally_related_form;01010118;1;1
02761685;_derivationally_related_form;00378479;9;3
12983961;_hypernym;13024012;19718;7571
09876892;_hypernym;10307234;67;7
06742772;_hypernym;06742426;40327;40137
00045145;_hypernym;00047945;20289;32117
12960211;_member_meronym;12960378;29359;20716
05941210;_derivationally_related_form;00701040;1;1
00946755;_derivationally_related_form;06807198;1;1
06780309;_hypernym;06780069;2;5
06151693;_derivationally_related_form;10620758;1;1
01453969;_hypernym;01453433;29772;29458
00939818;_derivationally_related_form;01707925;1;1
12969670;_hypernym;12969131;2;1
11607071;_hypernym;08103777;31;2
01740969;_derivationally_related_form;00918383;1;1
08766988;_has_part;08769439;6;481
12724201;_member_meronym;12725940;1;2
01589125;_member_meronym;01589286;9878;10569
00056688;_hypernym;00053913;69;65
12761123;_hypernym;11567411;13;1
00591115;_derivationally_related_form;05805475;1;1
13954253;_derivationally_related_form;00043765;1;6
01346003;_derivationally_related_form;03848348;1;1
02248744;_hypernym;01759182;117;1
12242123;_hypernym;13112664;32743;40722
10682038;_derivationally_related_form;01916634;1;1
04956110;_derivationally_related_form;00565592;1;1
00824066;_hypernym;00826509;6;5
01946277;_hypernym;01945845;3544;1360
04372171;_hypernym;03575958;2779;1904
00154778;_hypernym;00153263;47;3
14980579;_hypernym;14686352;4454;5097
07047011;_synset_domain_topic_of;07020895;301;1
05301908;_derivationally_related_form;00941990;1;1
11804604;_member_meronym;11813309;2;58
11805837;_hypernym;11573660;3;1
11612349;_hypernym;11608250;19967;733
02621901;_derivationally_related_form;05008746;1;1
07060167;_hypernym;07059255;40;13
08969291;_derivationally_related_form;03024420;1;1
06934132;_hypernym;06930934;4525;1132
10251779;_hypernym;00007846;38704;40930
02625016;_derivationally_related_form;00050693;1;1
04576211;_has_part;02764779;24729;20668
02426799;_derivationally_related_form;13944914;1;1
11704791;_has_part;11705052;31328;21006
04294426;_hypernym;02688443;1102;266
04657876;_derivationally_related_form;01076793;1;1
02150948;_derivationally_related_form;10576071;1;1
00937656;_hypernym;00933420;7807;1378
05133287;_hypernym;05129201;37275;38699
00900070;_derivationally_related_form;00836236;1;1
01400575;_hypernym;08103777;1405;4
01239064;_derivationally_related_form;02677567;1;1
10214637;_derivationally_related_form;01632411;1;1
03386011;_has_part;02811936;10970;12426
13951984;_hypernym;13951444;36176;35795
02496816;_hypernym;02539334;6397;4799
05614657;_hypernym;05614175;10400;9567
13800801;_derivationally_related_form;00171127;1;1
12202936;_hypernym;13104059;750;65
00265386;_derivationally_related_form;00260622;1;1
11529603;_member_meronym;11536778;10;1
02390470;_derivationally_related_form;10363913;1;1
04907269;_hypernym;04616059;19932;20003
00039021;_hypernym;00037396;16554;14182
00828901;_hypernym;00962447;14219;6151
00136152;_hypernym;00134780;20560;15327
00024649;_derivationally_related_form;03395745;2;1
09211735;_instance_hypernym;09403734;9176;1273
09891470;_derivationally_related_form;02951358;1;1
04071393;_hypernym;03763968;96;6
00343730;_synset_domain_topic_of;00528667;34992;40127
12501745;_member_meronym;12547658;1;60
09851165;_derivationally_related_form;02669081;1;1
14498096;_derivationally_related_form;01269379;1;1
03650173;_derivationally_related_form;01262113;1;1
02244956;_also_see;02294436;18017;17776
02529515;_member_meronym;02531820;19;195
02621395;_derivationally_related_form;07092356;1;1
00960734;_derivationally_related_form;13845239;1;1
01567133;_hypernym;01563128;16207;16598
11199727;_instance_hypernym;10650162;36029;40880
13999663;_hypernym;13998576;17;6
13481883;_derivationally_related_form;02762806;1;1
00633864;_derivationally_related_form;00785962;1;1
12892226;_member_meronym;12904148;3;135
00256961;_hypernym;00256746;3298;2455
09165613;_has_part;09483129;14;5
03673767;_derivationally_related_form;01270784;1;1
08740875;_has_part;08745901;30;353
02267826;_hypernym;02263378;3717;1200
02134589;_member_meronym;02136623;4;244
06350918;_hypernym;06350274;20501;29632
02400760;_derivationally_related_form;10760340;1;1
05537806;_hypernym;05220461;3962;376
05505679;_hypernym;05462315;276;30
07242324;_hypernym;07241205;8785;9673
00212173;_derivationally_related_form;04683600;1;1
00534480;_hypernym;00342028;17664;17085
08279298;_hypernym;08284481;13755;9940
03579982;_has_part;04170515;7702;10961
09460888;_instance_hypernym;09403734;914;10
02726715;_derivationally_related_form;14365356;1;1
00238867;_verb_group;00239321;1;2
06845599;_member_of_domain_usage;03189995;1;15
07409592;_derivationally_related_form;02685665;1;1
13478525;_derivationally_related_form;00229280;1;1
00455599;_hypernym;00407535;1139;553
01271428;_instance_hypernym;00956485;4;1
01741864;_synset_domain_topic_of;00916464;144;7
02767308;_derivationally_related_form;01253060;1;1
00347652;_derivationally_related_form;01898592;2;2
00471711;_derivationally_related_form;00223720;1;1
04826235;_hypernym;04846770;5;7
01353405;_derivationally_related_form;14705718;1;1
00493703;_derivationally_related_form;00353992;4;7
02440705;_member_meronym;02447591;2;236
13148019;_member_meronym;13148384;17563;18076
09190918;_hypernym;00007347;39804;39831
12995724;_member_meronym;13082077;3663;6931
12464278;_member_meronym;12464476;339;114
06115476;_hypernym;06000400;6122;7286
09147046;_has_part;04378842;30315;26419
02259829;_hypernym;00761713;2;2
12195965;_member_meronym;12196129;11735;11640
12099342;_hypernym;13118707;2638;78
12112008;_hypernym;12102133;77;21
03631445;_hypernym;03106110;2546;1053
01012712;_derivationally_related_form;00739662;1;1
12373361;_hypernym;11565385;3;1
06883725;_hypernym;04416901;16170;20202
08199025;_member_meronym;10305635;5150;16113
00588888;_derivationally_related_form;05805475;1;1
